"kingdom","phylum","class","species","nobs","city"
"Animalia","Arthropoda","Chilopoda","Scolopendra heros",11,"Austin"
"Animalia","Arthropoda","Diplopoda","Oxidus gracilis",11,"Austin"
"Animalia","Arthropoda","Insecta","Abaeis nicippe",28,"Austin"
"Animalia","Arthropoda","Insecta","Acanalonia conica",18,"Austin"
"Animalia","Arthropoda","Insecta","Acanthocephala declivis",38,"Austin"
"Animalia","Arthropoda","Insecta","Acanthocephala terminalis",17,"Austin"
"Animalia","Arthropoda","Insecta","Achyra rantalis",41,"Austin"
"Animalia","Arthropoda","Insecta","Acmaeodera flavomarginata",14,"Austin"
"Animalia","Arthropoda","Insecta","Acmaeodera ornatoides",11,"Austin"
"Animalia","Arthropoda","Insecta","Acrolophus piger",28,"Austin"
"Animalia","Arthropoda","Insecta","Acrolophus texanella",12,"Austin"
"Animalia","Arthropoda","Insecta","Agraulis vanillae",161,"Austin"
"Animalia","Arthropoda","Insecta","Agrotis ipsilon",11,"Austin"
"Animalia","Arthropoda","Insecta","Agrotis subterranea",19,"Austin"
"Animalia","Arthropoda","Insecta","Aidemona azteca",34,"Austin"
"Animalia","Arthropoda","Insecta","Allograpta obliqua",32,"Austin"
"Animalia","Arthropoda","Insecta","Alypia octomaculata",27,"Austin"
"Animalia","Arthropoda","Insecta","Amorpha juglandis",30,"Austin"
"Animalia","Arthropoda","Insecta","Anacamptodes defectaria",40,"Austin"
"Animalia","Arthropoda","Insecta","Anaea andria",14,"Austin"
"Animalia","Arthropoda","Insecta","Anax junius",137,"Austin"
"Animalia","Arthropoda","Insecta","Anax longipes",48,"Austin"
"Animalia","Arthropoda","Insecta","Anicla infecta",25,"Austin"
"Animalia","Arthropoda","Insecta","Antheraea polyphemus",35,"Austin"
"Animalia","Arthropoda","Insecta","Anthocharis midea",16,"Austin"
"Animalia","Arthropoda","Insecta","Aphis nerii",25,"Austin"
"Animalia","Arthropoda","Insecta","Aphylla angustifolia",81,"Austin"
"Animalia","Arthropoda","Insecta","Apis mellifera",329,"Austin"
"Animalia","Arthropoda","Insecta","Archilestes grandis",13,"Austin"
"Animalia","Arthropoda","Insecta","Archips argyrospila",19,"Austin"
"Animalia","Arthropoda","Insecta","Archips grisea",15,"Austin"
"Animalia","Arthropoda","Insecta","Argia immunda",31,"Austin"
"Animalia","Arthropoda","Insecta","Argia moesta",36,"Austin"
"Animalia","Arthropoda","Insecta","Argia plana",24,"Austin"
"Animalia","Arthropoda","Insecta","Argia sedula",31,"Austin"
"Animalia","Arthropoda","Insecta","Argia translata",26,"Austin"
"Animalia","Arthropoda","Insecta","Argyria nivalis",14,"Austin"
"Animalia","Arthropoda","Insecta","Arigomphus lentulus",20,"Austin"
"Animalia","Arthropoda","Insecta","Arigomphus submedianus",32,"Austin"
"Animalia","Arthropoda","Insecta","Arilus cristatus",75,"Austin"
"Animalia","Arthropoda","Insecta","Ascalapha odorata",18,"Austin"
"Animalia","Arthropoda","Insecta","Asphaera lustrans",20,"Austin"
"Animalia","Arthropoda","Insecta","Asterocampa celtis",26,"Austin"
"Animalia","Arthropoda","Insecta","Asterocampa clyton",76,"Austin"
"Animalia","Arthropoda","Insecta","Atalopedes campestris",53,"Austin"
"Animalia","Arthropoda","Insecta","Atlides halesus",50,"Austin"
"Animalia","Arthropoda","Insecta","Atta texana",133,"Austin"
"Animalia","Arthropoda","Insecta","Atteva aurea",51,"Austin"
"Animalia","Arthropoda","Insecta","Bactra verutana",11,"Austin"
"Animalia","Arthropoda","Insecta","Balclutha rubrostriatus",11,"Austin"
"Animalia","Arthropoda","Insecta","Banasa euchlora",25,"Austin"
"Animalia","Arthropoda","Insecta","Basiaeschna janata",15,"Austin"
"Animalia","Arthropoda","Insecta","Battus philenor",118,"Austin"
"Animalia","Arthropoda","Insecta","Bombus pensylvanicus",125,"Austin"
"Animalia","Arthropoda","Insecta","Brachygastra mellifica",50,"Austin"
"Animalia","Arthropoda","Insecta","Brachymesia furcata",73,"Austin"
"Animalia","Arthropoda","Insecta","Brachymesia gravida",78,"Austin"
"Animalia","Arthropoda","Insecta","Brechmorhoga mendax",13,"Austin"
"Animalia","Arthropoda","Insecta","Caenurgina erechtea",24,"Austin"
"Animalia","Arthropoda","Insecta","Calephelis nemesis",30,"Austin"
"Animalia","Arthropoda","Insecta","Calephelis perditalis",31,"Austin"
"Animalia","Arthropoda","Insecta","Callicista columella",24,"Austin"
"Animalia","Arthropoda","Insecta","Calycopis isobeon",23,"Austin"
"Animalia","Arthropoda","Insecta","Camponotus festinatus",14,"Austin"
"Animalia","Arthropoda","Insecta","Camponotus texanus",11,"Austin"
"Animalia","Arthropoda","Insecta","Cannaphila insularis",17,"Austin"
"Animalia","Arthropoda","Insecta","Carabus finitimus",11,"Austin"
"Animalia","Arthropoda","Insecta","Catocala ilia",13,"Austin"
"Animalia","Arthropoda","Insecta","Catocala maestosa",12,"Austin"
"Animalia","Arthropoda","Insecta","Catocala micronympha",11,"Austin"
"Animalia","Arthropoda","Insecta","Celithemis eponina",112,"Austin"
"Animalia","Arthropoda","Insecta","Celithemis fasciata",28,"Austin"
"Animalia","Arthropoda","Insecta","Chinavia hilaris",24,"Austin"
"Animalia","Arthropoda","Insecta","Chioides catillus",39,"Austin"
"Animalia","Arthropoda","Insecta","Chlosyne nycteis",50,"Austin"
"Animalia","Arthropoda","Insecta","Choephora fungorum",27,"Austin"
"Animalia","Arthropoda","Insecta","Chortophaga viridifasciata",28,"Austin"
"Animalia","Arthropoda","Insecta","Chrysopa quadripunctata",11,"Austin"
"Animalia","Arthropoda","Insecta","Chrysoperla rufilabris",11,"Austin"
"Animalia","Arthropoda","Insecta","Cisseps fulvicollis",21,"Austin"
"Animalia","Arthropoda","Insecta","Clepsis peritana",18,"Austin"
"Animalia","Arthropoda","Insecta","Cobubatha quadrifera",18,"Austin"
"Animalia","Arthropoda","Insecta","Coccinella septempunctata",74,"Austin"
"Animalia","Arthropoda","Insecta","Colias eurytheme",78,"Austin"
"Animalia","Arthropoda","Insecta","Copaeodes minima",16,"Austin"
"Animalia","Arthropoda","Insecta","Copestylum mexicanum",11,"Austin"
"Animalia","Arthropoda","Insecta","Costaconvexa centrostrigaria",24,"Austin"
"Animalia","Arthropoda","Insecta","Cotinis nitida",19,"Austin"
"Animalia","Arthropoda","Insecta","Crematogaster laeviuscula",21,"Austin"
"Animalia","Arthropoda","Insecta","Cryptothelea gloverii",13,"Austin"
"Animalia","Arthropoda","Insecta","Curtara insularis",13,"Austin"
"Animalia","Arthropoda","Insecta","Cycloneda sanguinea",27,"Austin"
"Animalia","Arthropoda","Insecta","Cyclophora nanaria",25,"Austin"
"Animalia","Arthropoda","Insecta","Cydia latiferreana",38,"Austin"
"Animalia","Arthropoda","Insecta","Danaus gilippus",150,"Austin"
"Animalia","Arthropoda","Insecta","Danaus plexippus",328,"Austin"
"Animalia","Arthropoda","Insecta","Delphinia picta",14,"Austin"
"Animalia","Arthropoda","Insecta","Diabrotica undecimpunctata",99,"Austin"
"Animalia","Arthropoda","Insecta","Diastictis fracturalis",21,"Austin"
"Animalia","Arthropoda","Insecta","Dicromantispa interrupta",15,"Austin"
"Animalia","Arthropoda","Insecta","Didymops transversa",14,"Austin"
"Animalia","Arthropoda","Insecta","Dorcaschema alternatum",13,"Austin"
"Animalia","Arthropoda","Insecta","Dromogomphus spoliatus",38,"Austin"
"Animalia","Arthropoda","Insecta","Dryas iulia",18,"Austin"
"Animalia","Arthropoda","Insecta","Dythemis fugax",130,"Austin"
"Animalia","Arthropoda","Insecta","Dythemis nigrescens",41,"Austin"
"Animalia","Arthropoda","Insecta","Dythemis velox",71,"Austin"
"Animalia","Arthropoda","Insecta","Eacles imperialis",17,"Austin"
